day
28226
28128
27801
27417
27372
27287
27256
27246
27127
26994
26972
26946
26886
26855
26810
26749
26738
26644
26615
26582
26449
26440
26334
26321
26270
26254
26238
26237
26176
26175
26173
26126
26052
26045
26037
26000
25978
25963
25952
25935
25919
25869
25863
25849
25834
25826
25815
25802
25802
25782
25771
25764
25749
25745
25679
25668
25661
25653
25649
25649
25573
25560
25551
25519
25500
25485
25479
25457
25443
25428
25424
25405
25399
25399
25393
25391
25382
25382
25367
25366
25353
25350
25340
25337
25333
25329
25329
25310
25309
25292
25287
25267
25252
25249
25247
25216
25215
25207
25200
25197
25196
25183
25176
25152
25149
25146
25131
25130
25120
25107
25094
25087
25082
25074
25070
25067
25064
25056
25056
25054
25028
25027
25020
25018
25016
25011
25010
24987
24977
24974
24972
24970
24965
24963
24962
24956
24952
24948
24945
24932
24918
24913
24912
24909
24909
24900
24898
24897
24896
24895
24893
24883
24873
24861
24857
24857
24840
24838
24838
24830
24828
24820
24816
24808
24808
24796
24785
24777
24777
24777
24771
24769
24765
24751
24745
24737
24732
24727
24726
24713
24712
24712
24701
24696
24693
24671
24670
24664
24663
24662
24651
24644
24644
24637
24631
24626
24620
24617
24615
24613
24602
24598
24597
24593
24586
24580
24560
24560
24554
24552
24549
24543
24538
24534
24530
24530
24525
24524
24520
24519
24512
24510
24498
24495
24494
24493
24488
24487
24485
24485
24480
24474
24465
24465
24463
24461
24461
24459
24446
24444
24442
24436
24432
24429
24427
24423
24423
24421
24408
24406
24406
24404
24400
24398
24392
24385
24374
24363
24362
24358
24356
24355
24354
24353
24353
24353
24352
24345
24343
24339
24332
24323
24322
24318
24317
24316
24313
24312
24312
24307
24304
24302
24287
24287
24278
24273
24271
24270
24269
24268
24267
24265
24255
24250
24250
24243
24239
24233
24233
24233
24230
24230
24229
24218
24216
24209
24209
24209
24208
24204
24204
24200
24199
24187
24186
24170
24167
24166
24164
24163
24162
24156
24152
24150
24147
24146
24145
24137
24136
24133
24129
24127
24125
24125
24119
24115
24113
24111
24110
24109
24105
24102
24102
24095
24094
24089
24087
24087
24085
24084
24081
24080
24077
24076
24075
24074
24071
24067
24045
24044
24038
24034
24032
24032
24030
24029
24028
24025
24020
24017
24003
24002
24001
23999
23997
23994
23985
23983
23981
23980
23980
23975
23968
23966
23966
23963
23957
23950
23950
23946
23945
23944
23940
23940
23934
23933
23928
23928
23926
23923
23921
23916
23916
23915
23902
23899
23898
23896
23893
23886
23885
23883
23876
23875
23872
23871
23865
23865
23865
23863
23861
23851
23850
23849
23848
23846
23844
23843
23842
23839
23836
23830
23827
23826
23825
23824
23820
23816
23815
23813
23809
23807
23807
23801
23800
23799
23798
23797
23794
23793
23789
23783
23779
23777
23777
23776
23774
23772
23769
23768
23765
23764
23761
23761
23755
23750
23750
23750
23746
23744
23744
23741
23741
23740
23738
23738
23736
23734
23731
23728
23727
23726
23724
23724
23722
23717
23717
23717
23711
23710
23700
23695
23695
23690
23689
23688
23682
23681
23681
23676
23675
23672
23672
23672
23670
23668
23664
23663
23662
23661
23661
23660
23659
23657
23655
23654
23654
23646
23642
23642
23640
23637
23626
23620
23619
23618
23615
23614
23613
23609
23608
23608
23608
23606
23605
23604
23592
23591
23586
23584
23580
23575
23574
23574
23571
23571
23568
23568
23567
23562
23562
23562
23559
23559
23557
23555
23555
23549
23548
23547
23545
23542
23541
23540
23538
23537
23537
23536
23536
23535
23534
23530
23529
23522
23513
23511
23509
23509
23506
23504
23503
23502
23502
23501
23500
23498
23495
23493
23493
23492
23490
23490
23488
23487
23486
23486
23484
23483
23482
23480
23478
23477
23476
23476
23475
23474
23474
23472
23469
23468
23458
23458
23457
23456
23455
23444
23441
23436
23436
23436
23435
23434
23430
23427
23425
23425
23423
23423
23420
23419
23419
23415
23413
23411
23409
23409
23398
23397
23393
23391
23384
23376
23376
23376
23375
23374
23374
23370
23367
23364
23362
23362
23357
23356
23356
23355
23354
23350
23342
23342
23340
23333
23332
23332
23331
23329
23329
23329
23328
23328
23325
23323
23323
23321
23321
23320
23315
23314
23314
23311
23308
23302
23300
23300
23300
23299
23286
23284
23283
23281
23280
23280
23279
23278
23278
23276
23273
23269
23266
23265
23264
23261
23260
23256
23252
23252
23251
23251
23250
23250
23246
23243
23243
23242
23242
23242
23242
23241
23240
23238
23237
23236
23236
23235
23235
23235
23234
23234
23234
23233
23233
23232
23229
23228
23226
23226
23225
23225
23224
23222
23220
23220
23217
23213
23212
23207
23201
23197
23196
23195
23194
23193
23192
23187
23186
23185
23185
23184
23182
23177
23176
23175
23174
23172
23171
23166
23165
23165
23164
23161
23161
23161
23159
23158
23157
23157
23154
23153
23145
23143
23141
23141
23136
23133
23133
23129
23128
23120
23115
23112
23111
23107
23106
23105
23104
23104
23101
23097
23097
23096
23095
23095
23094
23093
23093
23089
23082
23080
23078
23076
23069
23066
23065
23063
23062
23062
23060
23059
23059
23059
23056
23056
23055
23055
23054
23052
23051
23050
23049
23048
23045
23043
23042
23042
23040
23040
23038
23033
23033
23032
23031
23031
23028
23028
23026
23017
23016
23012
23011
23011
23008
23007
23006
23006
23006
23003
23003
23002
22999
22996
22995
22992
22990
22989
22988
22987
22987
22984
22981
22980
22980
22977
22977
22976
22974
22972
22971
22967
22965
22964
22964
22961
22958
22958
22955
22955
22955
22953
22951
22948
22947
22943
22938
22938
22937
22936
22932
22931
22931
22931
22931
22930
22929
22928
22928
22927
22927
22927
22926
22925
22923
22920
22919
22918
22915
22914
22914
22913
22912
22911
22911
22910
22904
22896
22896
22894
22891
22890
22890
22890
22888
22888
22884
22881
22880
22880
22880
22875
22874
22873
22873
22871
22871
22869
22866
22864
22864
22862
22862
22862
22860
22858
22858
22855
22854
22853
22853
22852
22851
22850
22849
22848
22848
22847
22845
22842
22842
22842
22841
22840
22839
22839
22837
22837
22835
22830
22829
22822
22820
22817
22817
22815
22814
22812
22811
22808
22807
22806
22804
22804
22802
22802
22801
22796
22796
22795
22795
22794
22793
22790
22790
22790
22790
22788
22787
22787
22785
22783
22782
22781
22781
22778
22776
22774
22773
22773
22772
22768
22767
22766
22766
22766
22764
22763
22763
22762
22762
22761
22760
22760
22760
22758
22758
22757
22755
22755
22753
22753
22750
22749
22749
22748
22745
22744
22744
22742
22740
22739
22736
22734
22732
22732
22732
22731
22731
22731
22727
22726
22725
22725
22724
22723
22723
22721
22717
22713
22712
22711
22710
22710
22707
22705
22705
22704
22703
22703
22701
22700
22699
22697
22694
22692
22692
22692
22687
22686
22682
22679
22678
22678
22677
22676
22675
22675
22673
22671
22671
22671
22670
22668
22668
22668
22667
22667
22666
22664
22663
22662
22661
22661
22660
22659
22658
22656
22656
22655
22653
22651
22649
22647
22646
22646
22646
22646
22646
22645
22643
22638
22637
22634
22633
22632
22631
22631
22629
22628
22624
22621
22618
22618
22617
22615
22612
22611
22609
22609
22607
22605
22605
22604
22601
22599
22598
22597
22596
22594
22593
22591
22591
22591
22586
22585
22584
22584
22580
22580
22580
22579
22577
22576
22574
22573
22573
22571
22570
22570
22570
22570
22567
22567
22565
22560
22559
22559
22559
22559
22557
22556
22556
22553
22553
22552
22549
22549
22547
22546
22546
22546
22546
22546
22544
22544
22541
22541
22540
22539
22538
22536
22533
22532
22530
22529
22528
22526
22524
22524
22524
22523
22522
22520
22520
22520
22519
22519
22519
22517
22516
22515
22515
22515
22512
22510
22510
22508
22508
22505
22505
22504
22501
22500
22499
22498
22497
22493
22490
22489
22489
22488
22487
22486
22486
22483
22482
22481
22480
22480
22479
22479
22479
22479
22478
22475
22474
22472
22471
22470
22469
22468
22468
22468
22468
22468
22467
22467
22467
22465
22464
22464
22464
22462
22462
22461
22459
22457
22455
22455
22453
22453
22453
22449
22449
22448
22448
22447
22446
22446
22446
22445
22445
22445
22445
22445
22444
22444
22444
22443
22442
22440
22439
22439
22439
22438
22438
22437
22437
22436
22434
22432
22431
22430
22429
22427
22427
22426
22426
22426
22426
22425
22425
22422
22422
22421
22421
22419
22418
22417
22417
22417
22415
22414
22413
22410
22409
22406
22406
22404
22403
22401
22400
22399
22399
22397
22396
22396
22396
22395
22395
22394
22394
22393
22392
22387
22387
22384
22384
22383
22382
22382
22382
22382
22380
22379
22379
22377
22376
22374
22374
22373
22370
22369
22369
22367
22367
22367
22364
22363
22363
22362
22360
22357
22356
22353
22352
22352
22351
22349
22348
22347
22346
22345
22344
22344
22343
22341
22341
22341
22339
22338
22338
22338
22337
22337
22336
22334
22333
22331
22330
22327
22326
22324
22322
22321
22321
22321
22319
22318
22313
22313
22313
22312
22311
22308
22308
22307
22307
22307
22305
22304
22303
22303
22303
22301
22300
22299
22298
22295
22295
22295
22292
22292
22292
22291
22291
22290
22285
22283
22282
22281
22280
22280
22278
22277
22277
22277
22276
22275
22273
22270
22268
22268
22266
22265
22265
22265
22264
22264
22264
22263
22263
22261
22260
22259
22257
22256
22255
22254
22253
22249
22249
22248
22248
22248
22248
22247
22247
22246
22244
22242
22241
22239
22238
22237
22236
22235
22232
22231
22230
22229
22229
22228
22227
22227
22226
22226
22226
22222
22222
22221
22221
22220
22219
22218
22217
22216
22212
22211
22209
22207
22207
22206
22205
22205
22201
22201
22201
22200
22200
22200
22197
22196
22195
22194
22192
22191
22190
22189
22187
22185
22185
22183
22183
22180
22179
22177
22177
22176
22174
22173
22173
22169
22168
22166
22165
22165
22165
22165
22165
22165
22164
22164
22163
22162
22161
22158
22158
22156
22156
22156
22155
22154
22154
22154
22154
22153
22152
22151
22151
22151
22150
22149
22147
22147
22145
22143
22142
22141
22141
22139
22133
22132
22132
22131
22131
22129
22129
22129
22128
22128
22128
22126
22125
22124
22124
22124
22124
22122
22122
22122
22121
22121
22121
22120
22116
22115
22114
22112
22111
22110
22109
22106
22104
22099
22098
22096
22095
22094
22094
22093
22092
22090
22090
22090
22090
22090
22089
22089
22088
22088
22087
22086
22086
22086
22083
22081
22081
22079
22079
22079
22078
22077
22076
22076
22076
22074
22074
22073
22073
22073
22071
22069
22068
22068
22066
22066
22064
22063
22060
22060
22059
22059
22059
22058
22057
22053
22051
22051
22050
22049
22048
22047
22046
22045
22044
22044
22039
22038
22038
22034
22032
22032
22031
22031
22030
22029
22029
22029
22028
22028
22028
22026
22026
22021
22020
22020
22019
22018
22017
22016
22015
22015
22013
22012
22012
22012
22011
22011
22010
22010
22010
22008
22007
22007
22006
22006
22005
22005
22003
22003
22001
21999
21998
21997
21997
21997
21997
21996
21996
21996
21995
21995
21993
21989
21989
21989
21987
21986
21986
21985
21985
21985
21984
21982
21981
21981
21979
21978
21976
21974
21973
21969
21968
21968
21967
21965
21965
21963
21963
21963
21963
21962
21962
21961
21960
21960
21960
21959
21959
21959
21956
21956
21956
21955
21955
21955
21953
21952
21951
21950
21950
21946
21945
21945
21945
21942
21942
21941
21941
21941
21941
21938
21936
21935
21935
21935
21934
21934
21933
21931
21931
21930
21929
21927
21927
21927
21926
21926
21925
21924
21921
21920
21920
21919
21919
21919
21919
21919
21918
21918
21918
21917
21916
21915
21915
21915
21915
21915
21915
21915
21915
21912
21912
21911
21910
21909
21908
21908
21908
21908
21907
21906
21906
21906
21905
21905
21905
21904
21903
21901
21900
21900
21899
21898
21897
21897
21897
21895
21895
21895
21893
21892
21892
21892
21892
21892
21891
21891
21890
21890
21887
21887
21887
21886
21886
21885
21884
21884
21884
21882
21881
21881
21879
21879
21879
21878
21878
21877
21877
21876
21875
21874
21874
21874
21873
21869
21869
21868
21866
21866
21865
21864
21863
21862
21862
21862
21861
21861
21861
21861
21861
21859
21859
21858
21858
21857
21856
21856
21852
21851
21850
21850
21850
21849
21849
21849
21849
21847
21847
21847
21847
21846
21845
21845
21845
21845
21842
21841
21840
21839
21839
21838
21838
21837
21835
21835
21834
21833
21830
21828
21828
21827
21827
21824
21822
21820
21819
21819
21817
21817
21815
21814
21814
21812
21810
21809
21804
21803
21803
21803
21800
21799
21799
21798
21798
21795
21794
21794
21794
21792
21791
21789
21788
21787
21786
21786
21782
21782
21782
21780
21778
21776
21775
21772
21772
21771
21771
21769
21768
21767
21765
21761
21761
21760
21756
21755
21753
21752
21752
21748
21748
21748
21747
21746
21746
21745
21745
21743
21743
21742
21742
21742
21739
21738
21738
21738
21738
21735
21732
21730
21729
21728
21726
21724
21723
21723
21722
21721
21721
21719
21719
21719
21718
21716
21714
21712
21711
21710
21710
21709
21709
21706
21703
21703
21703
21701
21701
21697
21696
21696
21695
21694
21690
21687
21687
21687
21686
21686
21682
21680
21679
21678
21676
21674
21673
21673
21672
21671
21669
21666
21665
21665
21665
21663
21663
21663
21660
21656
21656
21655
21655
21655
21655
21654
21653
21652
21651
21651
21651
21650
21649
21647
21646
21645
21645
21644
21642
21640
21639
21639
21638
21636
21633
21633
21629
21628
21627
21626
21625
21623
21621
21619
21617
21617
21611
21611
21609
21607
21607
21606
21605
21603
21603
21602
21602
21602
21601
21599
21597
21594
21593
21592
21592
21590
21589
21586
21583
21580
21579
21579
21577
21573
21572
21571
21571
21570
21569
21569
21567
21561
21561
21558
21551
21551
21550
21550
21550
21550
21550
21547
21546
21545
21543
21539
21537
21534
21531
21531
21527
21527
21526
21525
21524
21521
21520
21519
21517
21515
21513
21512
21512
21511
21510
21508
21508
21506
21505
21505
21502
21502
21502
21499
21499
21498
21494
21487
21486
21485
21482
21481
21479
21477
21475
21471
21470
21466
21464
21462
21452
21452
21448
21441
21441
21439
21438
21438
21436
21436
21436
21427
21426
21425
21425
21424
21421
21420
21418
21418
21417
21417
21411
21409
21407
21404
21399
21395
21395
21391
21391
21391
21385
21382
21382
21379
21372
21369
21364
21360
21360
21360
21358
21349
21349
21347
21347
21346
21341
21340
21340
21339
21336
21335
21323
21313
21311
21300
21294
21294
21294
21287
21285
21283
21283
21282
21278
21273
21272
21249
21241
21240
21235
21228
21228
21225
21225
21224
21224
21219
21218
21213
21209
21207
21190
21188
21169
21159
21137
21097
21085
21073
21068
21052
21052
21037
21030
21028
20962
20931
20928
